booking_id,passenger_id,flight_id,booking_date,seat_class,booking_status
BK02391,PS00482,FL0129,2026-08-02 14:26:00,Economy,Confirmed
BK02392,PS00754,FL0163,2026-05-18 00:58:00,Economy,Confirmed
BK02393,PS00630,FL0020,2026-06-17 09:31:00,Economy,Confirmed
BK02394,PS00062,FL0125,2026-08-23 02:17:00,Business,Confirmed
BK02395,PS00126,FL0156,2026-06-05 05:36:00,Business,Cancelled
BK02396,PS00382,FL0087,2026-07-01 11:44:00,Business,Confirmed
BK02397,PS00296,FL0052,2026-05-28 12:00:00,Business,Pending
BK02398,PS00806,FL0032,2026-06-21 17:00:00,Economy,Confirmed
BK02399,PS00890,FL0099,2026-07-17 07:40:00,Business,Confirmed
BK02400,PS00420,FL0169,2026-05-28 03:25:00,Business,Confirmed
BK02401,PS00778,FL0143,2026-04-29 11:04:00,Premium Economy,Confirmed
BK02402,PS00047,FL0027,2026-05-09 12:01:00,First,Confirmed
BK02403,PS00109,FL0044,2026-08-13 17:08:00,Business,Confirmed
BK02404,PS00987,FL0171,2026-08-23 05:03:00,Economy,Confirmed
BK02405,PS00925,FL0175,2026-08-11 21:09:00,Economy,Confirmed
BK02406,PS00033,FL0093,2026-07-22 04:38:00,Economy,Confirmed
BK02407,PS00927,FL0174,2026-04-20 15:35:00,Economy,Confirmed
BK02408,PS00218,FL0071,2026-08-24 11:54:00,Economy,Confirmed
BK02409,PS00512,FL0167,2026-04-10 14:12:00,Economy,Confirmed
BK02410,PS00420,FL0113,2026-05-03 17:52:00,Business,Confirmed
BK02411,PS00460,FL0174,2026-07-04 15:35:00,Business,Pending
BK02412,PS00022,FL0165,2026-07-22 21:56:00,Economy,Pending
BK02413,PS00641,FL0196,2026-08-13 12:42:00,Economy,Confirmed
BK02414,PS00589,FL0180,2026-06-04 15:18:00,Premium Economy,Confirmed
BK02415,PS00754,FL0116,2026-07-16 20:26:00,Economy,Confirmed
BK02416,PS00283,FL0128,2026-05-26 15:49:00,Economy,Confirmed
BK02417,PS00306,FL0115,2026-05-31 21:25:00,Economy,Confirmed
BK02418,PS00749,FL0020,2026-06-25 09:31:00,Economy,Confirmed
BK02419,PS00233,FL0002,2026-04-30 23:18:00,Economy,Confirmed
BK02420,PS00118,FL0142,2026-06-09 00:45:00,Premium Economy,Confirmed
BK02421,PS00494,FL0016,2026-05-28 20:33:00,Economy,Pending
BK02422,PS00362,FL0167,2026-07-07 14:12:00,Economy,Confirmed
BK02423,PS00307,FL0025,2026-06-27 12:25:00,Economy,Pending
BK02424,PS00796,FL0094,2026-04-12 00:32:00,Economy,Confirmed
BK02425,PS00083,FL0132,2026-04-09 04:23:00,Economy,Confirmed
BK02426,PS00379,FL0037,2026-05-18 06:58:00,Economy,Confirmed
BK02427,PS00707,FL0183,2026-04-16 04:35:00,Economy,Confirmed
BK02428,PS00181,FL0105,2026-06-19 17:34:00,Economy,Confirmed
BK02429,PS00129,FL0019,2026-07-24 12:37:00,Economy,Confirmed
BK02430,PS00552,FL0165,2026-07-27 21:56:00,Economy,Confirmed
BK02431,PS00371,FL0037,2026-04-24 06:58:00,Economy,Confirmed
BK02432,PS00679,FL0017,2026-06-05 23:37:00,Economy,Confirmed
BK02433,PS00810,FL0082,2026-06-14 08:26:00,Premium Economy,Confirmed
BK02434,PS00199,FL0121,2026-07-30 12:40:00,Premium Economy,Cancelled
BK02435,PS00296,FL0067,2026-05-12 07:45:00,First,Confirmed
BK02436,PS00973,FL0099,2026-07-03 07:40:00,Economy,Confirmed
BK02437,PS00373,FL0056,2026-06-04 08:33:00,Economy,Confirmed
BK02438,PS00946,FL0127,2026-04-29 03:21:00,Economy,Confirmed
BK02439,PS00592,FL0062,2026-07-13 15:03:00,Economy,Confirmed
BK02440,PS00071,FL0169,2026-08-26 03:25:00,Premium Economy,Confirmed
BK02441,PS00568,FL0158,2026-07-13 12:48:00,Economy,Confirmed
BK02442,PS00537,FL0106,2026-05-26 05:43:00,Economy,Pending
BK02443,PS00820,FL0154,2026-07-20 09:17:00,Economy,Confirmed
BK02444,PS00493,FL0180,2026-06-23 15:18:00,Premium Economy,Confirmed
BK02445,PS00011,FL0098,2026-08-26 18:17:00,Economy,Confirmed
BK02446,PS00541,FL0097,2026-07-17 02:43:00,Economy,Confirmed
BK02447,PS00288,FL0038,2026-05-18 19:43:00,Economy,Confirmed
BK02448,PS00801,FL0161,2026-05-05 02:19:00,Economy,Cancelled
BK02449,PS00825,FL0057,2026-07-14 16:50:00,Economy,Cancelled
BK02450,PS00165,FL0004,2026-05-30 20:30:00,Economy,Confirmed
BK02451,PS00510,FL0046,2026-05-08 08:50:00,Economy,Confirmed
BK02452,PS00094,FL0087,2026-07-09 11:44:00,Business,Confirmed
BK02453,PS00502,FL0090,2026-05-21 15:56:00,Economy,Confirmed
BK02454,PS00586,FL0134,2026-05-21 01:26:00,Business,Confirmed
BK02455,PS00179,FL0187,2026-06-22 08:25:00,Economy,Confirmed
BK02456,PS00003,FL0196,2026-06-03 12:42:00,First,Confirmed
BK02457,PS00452,FL0164,2026-04-30 01:54:00,Economy,Confirmed
BK02458,PS00286,FL0098,2026-08-24 18:17:00,Economy,Confirmed
BK02459,PS00353,FL0134,2026-08-03 01:26:00,Economy,Confirmed
BK02460,PS00845,FL0052,2026-07-15 12:00:00,First,Pending
BK02461,PS00533,FL0176,2026-05-17 00:03:00,Economy,Confirmed
BK02462,PS00558,FL0155,2026-04-25 02:26:00,Economy,Confirmed
BK02463,PS00127,FL0102,2026-07-04 05:22:00,Economy,Confirmed
BK02464,PS00857,FL0188,2026-04-22 00:35:00,Economy,Confirmed
BK02465,PS00382,FL0196,2026-05-17 12:42:00,Economy,Confirmed
BK02466,PS00307,FL0134,2026-07-31 01:26:00,Economy,Pending
BK02467,PS00842,FL0096,2026-05-21 08:34:00,Economy,Confirmed
BK02468,PS00550,FL0105,2026-08-24 17:34:00,Economy,Confirmed
BK02469,PS00813,FL0098,2026-07-01 18:17:00,Economy,Confirmed
BK02470,PS00365,FL0102,2026-07-05 05:22:00,First,Confirmed
BK02471,PS00278,FL0082,2026-06-17 08:26:00,Economy,Confirmed
BK02472,PS00515,FL0048,2026-04-18 14:03:00,Economy,Cancelled
BK02473,PS00282,FL0148,2026-05-12 07:02:00,Economy,Confirmed
BK02474,PS00891,FL0191,2026-04-25 11:28:00,Economy,Confirmed
BK02475,PS00722,FL0159,2026-07-09 15:34:00,Economy,Pending
BK02476,PS00715,FL0060,2026-07-20 18:02:00,Economy,Confirmed
BK02477,PS00656,FL0024,2026-05-20 00:58:00,Business,Confirmed
BK02478,PS00153,FL0184,2026-08-11 17:10:00,Economy,Confirmed
BK02479,PS00091,FL0125,2026-07-17 02:17:00,Business,Confirmed
BK02480,PS00179,FL0088,2026-06-09 20:23:00,Economy,Confirmed
BK02481,PS00805,FL0187,2026-06-08 08:25:00,Premium Economy,Confirmed
BK02482,PS00644,FL0083,2026-05-05 22:15:00,Premium Economy,Confirmed
BK02483,PS00051,FL0022,2026-05-18 08:35:00,Business,Confirmed
BK02484,PS00659,FL0075,2026-06-14 02:47:00,Economy,Confirmed
BK02485,PS00232,FL0101,2026-05-06 07:59:00,Business,Confirmed
BK02486,PS00477,FL0177,2026-07-01 13:39:00,Economy,Confirmed
BK02487,PS00319,FL0163,2026-04-18 00:58:00,Premium Economy,Pending
BK02488,PS00495,FL0160,2026-05-06 22:27:00,Economy,Confirmed
BK02489,PS00898,FL0159,2026-05-17 15:34:00,Economy,Pending
BK02490,PS00888,FL0039,2026-06-05 16:07:00,Premium Economy,Confirmed
BK02491,PS00239,FL0156,2026-08-10 05:36:00,Economy,Confirmed
BK02492,PS00961,FL0167,2026-04-17 14:12:00,Economy,Confirmed
BK02493,PS00936,FL0167,2026-07-22 14:12:00,Business,Confirmed
BK02494,PS00164,FL0082,2026-08-10 08:26:00,Economy,Confirmed
BK02495,PS00770,FL0013,2026-06-22 04:42:00,First,Confirmed
BK02496,PS00522,FL0131,2026-06-28 17:22:00,Economy,Confirmed
BK02497,PS00518,FL0170,2026-07-16 12:08:00,Premium Economy,Cancelled
BK02498,PS00371,FL0176,2026-04-09 00:03:00,Economy,Confirmed
BK02499,PS00207,FL0079,2026-06-17 06:37:00,Business,Pending
BK02500,PS00108,FL0096,2026-04-14 08:34:00,Economy,Pending
BK02501,PS00773,FL0148,2026-08-27 07:02:00,Business,Confirmed
BK02502,PS00852,FL0002,2026-05-24 23:18:00,Economy,Confirmed
BK02503,PS00757,FL0035,2026-07-27 06:28:00,Economy,Confirmed
BK02504,PS00246,FL0117,2026-08-02 18:39:00,Business,Confirmed
BK02505,PS00730,FL0176,2026-07-18 00:03:00,Economy,Confirmed
BK02506,PS00919,FL0059,2026-06-13 09:22:00,Business,Confirmed
BK02507,PS00384,FL0145,2026-06-27 18:47:00,Economy,Confirmed
BK02508,PS00405,FL0158,2026-05-07 12:48:00,Economy,Confirmed
BK02509,PS00888,FL0083,2026-05-09 22:15:00,Economy,Confirmed
BK02510,PS00402,FL0100,2026-05-06 06:30:00,Economy,Confirmed
BK02511,PS00173,FL0091,2026-05-29 18:42:00,Economy,Pending
BK02512,PS00506,FL0022,2026-07-03 08:35:00,Economy,Confirmed
BK02513,PS00263,FL0128,2026-05-04 15:49:00,Economy,Confirmed
BK02514,PS00411,FL0129,2026-07-04 14:26:00,Business,Confirmed
BK02515,PS00731,FL0185,2026-05-30 18:30:00,Economy,Confirmed
BK02516,PS00217,FL0089,2026-07-07 02:43:00,Economy,Confirmed
BK02517,PS00868,FL0035,2026-07-15 06:28:00,Economy,Pending
BK02518,PS00482,FL0005,2026-08-02 20:50:00,Economy,Confirmed
BK02519,PS00556,FL0192,2026-05-27 01:08:00,Economy,Confirmed
BK02520,PS00375,FL0181,2026-05-10 04:53:00,Economy,Cancelled
BK02521,PS00076,FL0113,2026-05-21 17:52:00,Economy,Confirmed
BK02522,PS00414,FL0033,2026-06-21 23:57:00,Economy,Confirmed
BK02523,PS00820,FL0008,2026-07-02 06:29:00,Economy,Confirmed
BK02524,PS00623,FL0163,2026-08-04 00:58:00,Economy,Confirmed
BK02525,PS00245,FL0183,2026-07-06 04:35:00,Economy,Pending
BK02526,PS00199,FL0159,2026-07-04 15:34:00,Economy,Confirmed
BK02527,PS00829,FL0096,2026-07-05 08:34:00,Premium Economy,Confirmed
BK02528,PS00626,FL0034,2026-05-13 08:39:00,Business,Confirmed
BK02529,PS00805,FL0090,2026-05-24 15:56:00,Economy,Confirmed
BK02530,PS00840,FL0050,2026-07-14 20:22:00,Business,Cancelled
BK02531,PS00555,FL0180,2026-05-17 15:18:00,Economy,Confirmed
BK02532,PS00249,FL0116,2026-06-25 20:26:00,Economy,Confirmed
BK02533,PS00683,FL0185,2026-05-27 18:30:00,Business,Confirmed
BK02534,PS00100,FL0019,2026-06-03 12:37:00,Premium Economy,Cancelled
BK02535,PS00011,FL0104,2026-06-09 18:18:00,Economy,Confirmed
BK02536,PS00411,FL0114,2026-06-03 10:17:00,Economy,Confirmed
BK02537,PS00341,FL0195,2026-06-08 03:27:00,Economy,Confirmed
BK02538,PS00023,FL0185,2026-05-13 18:30:00,Business,Confirmed
BK02539,PS00284,FL0018,2026-04-25 12:17:00,Economy,Confirmed
BK02540,PS00573,FL0129,2026-08-07 14:26:00,Economy,Confirmed
BK02541,PS00638,FL0168,2026-08-08 22:45:00,Economy,Confirmed
BK02542,PS00079,FL0143,2026-06-12 11:04:00,Economy,Confirmed
BK02543,PS00396,FL0003,2026-06-09 23:49:00,Economy,Pending
BK02544,PS00299,FL0155,2026-06-30 02:26:00,Economy,Pending
BK02545,PS00191,FL0103,2026-06-29 05:06:00,Economy,Confirmed
BK02546,PS00418,FL0161,2026-05-12 02:19:00,Economy,Confirmed
BK02547,PS00663,FL0104,2026-07-06 18:18:00,Economy,Confirmed
BK02548,PS00538,FL0110,2026-05-22 23:09:00,Economy,Confirmed
BK02549,PS00625,FL0094,2026-06-22 00:32:00,First,Cancelled
BK02550,PS00497,FL0030,2026-07-04 02:37:00,Economy,Confirmed
BK02551,PS00282,FL0198,2026-04-23 04:24:00,Economy,Confirmed
BK02552,PS00973,FL0095,2026-06-22 21:40:00,Economy,Confirmed
BK02553,PS00974,FL0015,2026-05-06 09:39:00,Premium Economy,Confirmed
BK02554,PS00091,FL0117,2026-07-25 18:39:00,Economy,Pending
BK02555,PS00417,FL0127,2026-07-10 03:21:00,First,Pending
BK02556,PS00890,FL0064,2026-07-30 21:28:00,Premium Economy,Confirmed
BK02557,PS00626,FL0128,2026-06-07 15:49:00,Economy,Confirmed
BK02558,PS00257,FL0050,2026-07-29 20:22:00,Economy,Confirmed
BK02559,PS00174,FL0071,2026-07-27 11:54:00,Economy,Confirmed
BK02560,PS00167,FL0051,2026-05-20 12:34:00,Economy,Cancelled
BK02561,PS00340,FL0190,2026-07-16 03:45:00,Business,Pending
BK02562,PS00620,FL0125,2026-08-09 02:17:00,Economy,Confirmed
BK02563,PS00959,FL0090,2026-05-08 15:56:00,Economy,Pending
BK02564,PS00065,FL0133,2026-05-28 20:19:00,Economy,Confirmed
BK02565,PS00782,FL0080,2026-06-06 15:20:00,Business,Confirmed
BK02566,PS00054,FL0113,2026-06-19 17:52:00,Economy,Confirmed
BK02567,PS00092,FL0053,2026-08-18 12:43:00,Economy,Confirmed
BK02568,PS00852,FL0091,2026-06-13 18:42:00,First,Confirmed
BK02569,PS00707,FL0167,2026-04-17 14:12:00,Economy,Confirmed
BK02570,PS00339,FL0117,2026-05-01 18:39:00,Business,Cancelled
BK02571,PS00376,FL0148,2026-07-19 07:02:00,Economy,Confirmed
BK02572,PS00579,FL0127,2026-04-20 03:21:00,Economy,Confirmed
BK02573,PS00618,FL0097,2026-06-27 02:43:00,Economy,Confirmed
BK02574,PS00269,FL0029,2026-07-07 01:58:00,Economy,Confirmed
BK02575,PS00762,FL0143,2026-05-10 11:04:00,Economy,Confirmed
BK02576,PS00290,FL0018,2026-07-11 12:17:00,Business,Pending
BK02577,PS00934,FL0154,2026-05-21 09:17:00,Economy,Confirmed
BK02578,PS00586,FL0023,2026-06-08 19:57:00,Economy,Confirmed
BK02579,PS00878,FL0195,2026-05-01 03:27:00,Business,Confirmed
BK02580,PS00171,FL0098,2026-07-11 18:17:00,Business,Confirmed
BK02581,PS00549,FL0007,2026-05-26 21:02:00,Economy,Confirmed
BK02582,PS00795,FL0059,2026-08-24 09:22:00,Economy,Confirmed
BK02583,PS00878,FL0117,2026-05-13 18:39:00,Economy,Confirmed
BK02584,PS00020,FL0167,2026-05-11 14:12:00,Business,Confirmed
BK02585,PS00436,FL0038,2026-08-11 19:43:00,First,Confirmed
BK02586,PS00368,FL0043,2026-05-10 18:47:00,Economy,Confirmed
BK02587,PS00289,FL0185,2026-08-01 18:30:00,Economy,Pending
BK02588,PS00097,FL0057,2026-05-15 16:50:00,Economy,Confirmed
BK02589,PS00340,FL0137,2026-05-29 10:49:00,Business,Confirmed
BK02590,PS00166,FL0029,2026-05-17 01:58:00,First,Cancelled
BK02591,PS00139,FL0190,2026-06-02 03:45:00,Business,Confirmed
BK02592,PS00988,FL0117,2026-04-06 18:39:00,Economy,Confirmed
BK02593,PS00386,FL0050,2026-07-28 20:22:00,Economy,Confirmed
BK02594,PS00668,FL0074,2026-06-30 06:58:00,Business,Confirmed
BK02595,PS00805,FL0016,2026-07-28 20:33:00,Economy,Confirmed
BK02596,PS00295,FL0059,2026-08-07 09:22:00,First,Confirmed
BK02597,PS00288,FL0118,2026-07-04 07:09:00,Economy,Confirmed
BK02598,PS00026,FL0121,2026-07-17 12:40:00,Business,Pending
BK02599,PS00731,FL0193,2026-07-05 17:24:00,Business,Confirmed
BK02600,PS00978,FL0087,2026-05-02 11:44:00,Economy,Confirmed
BK02601,PS00824,FL0187,2026-04-22 08:25:00,Economy,Confirmed
BK02602,PS00322,FL0191,2026-07-09 11:28:00,Premium Economy,Confirmed
BK02603,PS00971,FL0080,2026-05-25 15:20:00,Economy,Confirmed
BK02604,PS00940,FL0170,2026-05-30 12:08:00,First,Confirmed
BK02605,PS00751,FL0115,2026-07-31 21:25:00,Economy,Confirmed
BK02606,PS00551,FL0034,2026-08-08 08:39:00,Business,Pending
BK02607,PS00090,FL0059,2026-05-09 09:22:00,Economy,Confirmed
BK02608,PS00502,FL0154,2026-07-09 09:17:00,Economy,Confirmed
BK02609,PS00126,FL0099,2026-05-02 07:40:00,Economy,Confirmed
BK02610,PS00329,FL0054,2026-06-29 02:06:00,Premium Economy,Confirmed
BK02611,PS00785,FL0180,2026-06-29 15:18:00,Economy,Confirmed
BK02612,PS00731,FL0190,2026-08-18 03:45:00,Business,Confirmed
BK02613,PS00526,FL0186,2026-05-02 20:37:00,Economy,Pending
BK02614,PS00791,FL0042,2026-05-28 11:09:00,Economy,Confirmed
BK02615,PS00327,FL0173,2026-05-22 08:02:00,Economy,Confirmed
BK02616,PS00122,FL0026,2026-05-07 15:06:00,Economy,Confirmed
BK02617,PS00626,FL0197,2026-05-19 21:29:00,Economy,Confirmed
BK02618,PS00103,FL0048,2026-05-01 14:03:00,Economy,Pending
BK02619,PS00038,FL0019,2026-07-16 12:37:00,Economy,Cancelled
BK02620,PS00543,FL0008,2026-05-03 06:29:00,Economy,Confirmed
BK02621,PS00278,FL0161,2026-06-20 02:19:00,Economy,Confirmed
BK02622,PS00538,FL0142,2026-06-26 00:45:00,Premium Economy,Confirmed
BK02623,PS00025,FL0098,2026-06-16 18:17:00,Economy,Cancelled
BK02624,PS00580,FL0025,2026-06-04 12:25:00,Economy,Confirmed
BK02625,PS00860,FL0034,2026-07-25 08:39:00,Economy,Confirmed
BK02626,PS00228,FL0094,2026-05-09 00:32:00,Economy,Pending
BK02627,PS00777,FL0105,2026-06-09 17:34:00,Premium Economy,Confirmed
BK02628,PS00903,FL0081,2026-07-28 22:44:00,Economy,Confirmed
BK02629,PS00204,FL0074,2026-05-25 06:58:00,Economy,Confirmed
BK02630,PS00853,FL0044,2026-06-07 17:08:00,Economy,Confirmed
BK02631,PS00667,FL0023,2026-06-28 19:57:00,Economy,Pending
BK02632,PS00446,FL0156,2026-07-07 05:36:00,Economy,Confirmed
BK02633,PS00173,FL0050,2026-07-29 20:22:00,Economy,Cancelled
BK02634,PS00356,FL0189,2026-04-26 21:05:00,Economy,Confirmed
BK02635,PS00095,FL0039,2026-07-09 16:07:00,Economy,Confirmed
BK02636,PS00219,FL0103,2026-07-29 05:06:00,Business,Cancelled
BK02637,PS00310,FL0122,2026-06-19 17:13:00,Economy,Confirmed
BK02638,PS00623,FL0009,2026-04-30 09:23:00,Economy,Confirmed
BK02639,PS00032,FL0047,2026-05-13 13:43:00,Economy,Confirmed
BK02640,PS00037,FL0041,2026-08-10 18:59:00,Economy,Confirmed
BK02641,PS00478,FL0119,2026-06-22 21:39:00,Economy,Confirmed
BK02642,PS00234,FL0142,2026-06-15 00:45:00,First,Confirmed
BK02643,PS00185,FL0174,2026-05-17 15:35:00,Business,Confirmed
BK02644,PS00044,FL0160,2026-06-11 22:27:00,Economy,Confirmed
BK02645,PS00782,FL0129,2026-07-17 14:26:00,Economy,Confirmed
BK02646,PS00712,FL0132,2026-07-23 04:23:00,Business,Pending
BK02647,PS00792,FL0104,2026-04-21 18:18:00,Economy,Pending
BK02648,PS00934,FL0182,2026-06-26 04:36:00,Business,Confirmed
BK02649,PS00333,FL0127,2026-06-25 03:21:00,Economy,Confirmed
BK02650,PS00207,FL0114,2026-05-09 10:17:00,First,Confirmed
BK02651,PS00523,FL0144,2026-04-13 13:04:00,Economy,Confirmed
BK02652,PS00674,FL0062,2026-07-05 15:03:00,Premium Economy,Confirmed
BK02653,PS00106,FL0019,2026-08-18 12:37:00,Economy,Confirmed
BK02654,PS00416,FL0015,2026-06-25 09:39:00,Business,Confirmed
BK02655,PS00838,FL0167,2026-07-16 14:12:00,Economy,Confirmed
BK02656,PS00152,FL0169,2026-07-09 03:25:00,Business,Confirmed
BK02657,PS00493,FL0061,2026-05-28 00:46:00,Premium Economy,Confirmed
BK02658,PS00103,FL0001,2026-07-07 03:57:00,Premium Economy,Confirmed
BK02659,PS00454,FL0041,2026-06-19 18:59:00,Economy,Confirmed
BK02660,PS00512,FL0094,2026-06-01 00:32:00,Economy,Confirmed
BK02661,PS00055,FL0195,2026-07-29 03:27:00,Economy,Confirmed
BK02662,PS00831,FL0021,2026-05-03 13:15:00,Premium Economy,Confirmed
BK02663,PS00355,FL0134,2026-05-06 01:26:00,Economy,Confirmed
BK02664,PS00897,FL0038,2026-07-14 19:43:00,Economy,Confirmed
BK02665,PS00169,FL0198,2026-06-12 04:24:00,Economy,Confirmed
BK02666,PS00339,FL0038,2026-07-12 19:43:00,Economy,Confirmed
BK02667,PS00998,FL0161,2026-07-27 02:19:00,Premium Economy,Confirmed
BK02668,PS00143,FL0024,2026-07-16 00:58:00,Economy,Confirmed
BK02669,PS00570,FL0087,2026-08-10 11:44:00,Economy,Confirmed
BK02670,PS00943,FL0156,2026-07-26 05:36:00,Economy,Cancelled
BK02671,PS00048,FL0040,2026-05-15 19:26:00,Economy,Confirmed
BK02672,PS00448,FL0075,2026-05-25 02:47:00,Economy,Confirmed
BK02673,PS00235,FL0015,2026-05-13 09:39:00,Business,Confirmed
BK02674,PS00224,FL0110,2026-07-09 23:09:00,Business,Confirmed
BK02675,PS00466,FL0135,2026-07-21 14:31:00,Premium Economy,Confirmed
BK02676,PS00206,FL0015,2026-05-20 09:39:00,Economy,Confirmed
BK02677,PS00542,FL0147,2026-08-20 11:35:00,Economy,Confirmed
BK02678,PS00665,FL0006,2026-06-11 13:15:00,Business,Confirmed
BK02679,PS00943,FL0069,2026-07-23 19:41:00,Premium Economy,Confirmed
BK02680,PS00380,FL0090,2026-05-21 15:56:00,Economy,Confirmed
BK02681,PS00572,FL0123,2026-07-09 22:04:00,Business,Confirmed
BK02682,PS00648,FL0070,2026-05-29 23:15:00,Economy,Pending
BK02683,PS00294,FL0129,2026-06-02 14:26:00,Economy,Confirmed
BK02684,PS00651,FL0168,2026-07-11 22:45:00,First,Confirmed
BK02685,PS00623,FL0124,2026-07-18 10:29:00,Economy,Confirmed
BK02686,PS00688,FL0048,2026-07-24 14:03:00,Economy,Confirmed
BK02687,PS00045,FL0002,2026-05-29 23:18:00,Economy,Confirmed
BK02688,PS00324,FL0064,2026-06-04 21:28:00,Premium Economy,Confirmed
BK02689,PS00651,FL0095,2026-06-06 21:40:00,Business,Confirmed
BK02690,PS00906,FL0103,2026-05-03 05:06:00,First,Confirmed
BK02691,PS00478,FL0074,2026-07-28 06:58:00,Economy,Confirmed
BK02692,PS00131,FL0041,2026-08-18 18:59:00,Economy,Confirmed
BK02693,PS00649,FL0193,2026-04-25 17:24:00,Economy,Confirmed
BK02694,PS00854,FL0080,2026-06-26 15:20:00,Economy,Confirmed
BK02695,PS00681,FL0173,2026-04-29 08:02:00,Economy,Cancelled
BK02696,PS00118,FL0046,2026-05-07 08:50:00,Economy,Confirmed
BK02697,PS00825,FL0012,2026-04-29 00:34:00,Economy,Confirmed
BK02698,PS00405,FL0199,2026-07-23 15:57:00,Economy,Confirmed
BK02699,PS00755,FL0093,2026-07-11 04:38:00,Economy,Cancelled
BK02700,PS00793,FL0161,2026-06-13 02:19:00,Economy,Confirmed
BK02701,PS00199,FL0033,2026-05-06 23:57:00,Business,Confirmed
BK02702,PS00171,FL0185,2026-05-31 18:30:00,Economy,Cancelled
BK02703,PS00433,FL0081,2026-05-07 22:44:00,Economy,Confirmed
BK02704,PS00791,FL0180,2026-06-25 15:18:00,Business,Confirmed
BK02705,PS00530,FL0088,2026-08-01 20:23:00,Business,Confirmed
BK02706,PS00092,FL0157,2026-05-22 07:48:00,Economy,Confirmed
BK02707,PS00804,FL0073,2026-07-07 18:43:00,Economy,Confirmed
BK02708,PS00432,FL0007,2026-06-05 21:02:00,Economy,Confirmed
BK02709,PS00076,FL0164,2026-07-01 01:54:00,Economy,Confirmed
BK02710,PS00573,FL0148,2026-07-17 07:02:00,First,Confirmed
BK02711,PS00158,FL0024,2026-08-20 00:58:00,Business,Confirmed
BK02712,PS00098,FL0023,2026-05-03 19:57:00,Economy,Confirmed
BK02713,PS00614,FL0100,2026-07-17 06:30:00,Economy,Confirmed
BK02714,PS00453,FL0177,2026-07-11 13:39:00,Premium Economy,Confirmed
BK02715,PS00127,FL0111,2026-06-05 02:49:00,Economy,Confirmed
BK02716,PS00631,FL0044,2026-05-04 17:08:00,Economy,Confirmed
BK02717,PS00710,FL0010,2026-07-24 08:16:00,Economy,Confirmed
BK02718,PS00935,FL0026,2026-07-21 15:06:00,Economy,Confirmed
BK02719,PS00663,FL0075,2026-08-15 02:47:00,Economy,Confirmed
BK02720,PS00484,FL0062,2026-05-03 15:03:00,Economy,Confirmed
BK02721,PS00018,FL0070,2026-06-12 23:15:00,Economy,Confirmed
BK02722,PS00434,FL0057,2026-07-12 16:50:00,Economy,Pending
BK02723,PS00425,FL0126,2026-04-24 12:14:00,Economy,Pending
BK02724,PS00534,FL0157,2026-05-02 07:48:00,Business,Confirmed
BK02725,PS00821,FL0189,2026-07-08 21:05:00,Economy,Confirmed
BK02726,PS00137,FL0143,2026-06-25 11:04:00,Economy,Confirmed
BK02727,PS00809,FL0094,2026-04-19 00:32:00,Economy,Cancelled
BK02728,PS00385,FL0106,2026-05-24 05:43:00,Economy,Confirmed
BK02729,PS00116,FL0105,2026-08-09 17:34:00,First,Confirmed
BK02730,PS00980,FL0131,2026-07-14 17:22:00,Economy,Confirmed
BK02731,PS00474,FL0193,2026-08-01 17:24:00,Economy,Confirmed
BK02732,PS00167,FL0086,2026-04-27 09:13:00,Premium Economy,Confirmed
BK02733,PS00961,FL0100,2026-04-25 06:30:00,Economy,Confirmed
BK02734,PS00813,FL0018,2026-06-30 12:17:00,Premium Economy,Confirmed
BK02735,PS00738,FL0086,2026-07-03 09:13:00,Economy,Confirmed
BK02736,PS00671,FL0029,2026-07-23 01:58:00,Premium Economy,Confirmed
BK02737,PS00631,FL0095,2026-06-29 21:40:00,Economy,Pending
BK02738,PS00392,FL0126,2026-05-18 12:14:00,Premium Economy,Confirmed
BK02739,PS00055,FL0165,2026-07-16 21:56:00,Premium Economy,Cancelled
BK02740,PS00457,FL0189,2026-06-06 21:05:00,Economy,Confirmed
BK02741,PS00996,FL0053,2026-08-01 12:43:00,Economy,Confirmed
BK02742,PS00606,FL0021,2026-07-01 13:15:00,Economy,Confirmed
BK02743,PS00009,FL0195,2026-05-28 03:27:00,Economy,Confirmed
BK02744,PS00253,FL0028,2026-08-12 14:58:00,Economy,Confirmed
BK02745,PS00020,FL0049,2026-08-02 22:38:00,Premium Economy,Confirmed
BK02746,PS00888,FL0115,2026-07-25 21:25:00,Economy,Confirmed
BK02747,PS00834,FL0059,2026-05-09 09:22:00,Economy,Cancelled
BK02748,PS00921,FL0161,2026-05-21 02:19:00,Business,Cancelled
BK02749,PS00601,FL0111,2026-07-20 02:49:00,Economy,Cancelled
BK02750,PS00845,FL0197,2026-07-24 21:29:00,Economy,Confirmed
BK02751,PS00142,FL0084,2026-05-26 21:27:00,Economy,Pending
BK02752,PS00653,FL0024,2026-05-23 00:58:00,Economy,Confirmed
BK02753,PS00541,FL0089,2026-04-21 02:43:00,Economy,Confirmed
BK02754,PS00281,FL0126,2026-04-19 12:14:00,Business,Confirmed
BK02755,PS00887,FL0035,2026-06-18 06:28:00,Economy,Confirmed
BK02756,PS00391,FL0130,2026-06-19 20:06:00,Economy,Confirmed
BK02757,PS00382,FL0043,2026-07-17 18:47:00,Economy,Confirmed
BK02758,PS00818,FL0044,2026-06-29 17:08:00,Premium Economy,Confirmed
BK02759,PS00840,FL0102,2026-05-09 05:22:00,Economy,Cancelled
